,text,theme,title
1405,"визит папы римского франциска в мексику, который пройдет с 12 по 18 февраля, поможет местной католической церкви построить еще два центра для мигрантов, сообщило ватиканское радио. по словам мексиканского епископа фелипе арисменди эскивеля, во время визита понтифика пройдет специальный сбор пожертвований, средства которого буду направлены на осуществление задуманного проекта. ""по случаю внеочередного юбилейного года милосердия мы решили открыть два новых центра приема для мигрантов: один в масапа-де-мадеро, а другой в сальто-де-агуа"", — сказал епископ. оба центра будут расположены неподалеку от границы с гватемалой, откуда в мексику направляется наиболее многочисленный поток мигрантов. помимо гватемалы, по словам епископа, мигранты прибывают из гондураса, сальвадора, кубы и других стран. ""больно видеть людей, которые преодолевают много километров и приходят в наши приюты с израненными от ходьбы ногами"", — отметил мексиканский епископ. помимо первой медицинской помощи, питания и ночлега, сотрудники католических центров стараются помочь мигрантам в решении юридических вопросов. эскивель напомнил, что в мексике успешно действуют уже три католических центра приёма мигрантов, и выразил надежду, что два новых центра, построенных после визита понтифика, позволят облегчить участь тех, кто с надеждой прибывает в его страну.",religion,епископ: визит папы поможет мексике построить центры для мигрантов
1406,"трехсотлетие русского православия на британских островах будет отмечаться в этом году в лондоне епархиальной конференцией, установлением нового надгробия на могиле митрополита антония сурожского, а также освящением отреставрированного храма, где основатель епархии служил около 50 лет. в честь исторического события, как ожидается, соберутся главы когда-то разъединенных православных епархий, представители других христианских вероисповеданий, рассказал в интервью риа новости архиепископ сурожский елисей. в лондоне в честь этой даты будут ждать и возможного приезда патриарха московского и всея руси кирилла. от посольской церкви до наших дней ""виновниками"" возникновения на британских островах русского православия стали молодые дворяне, посланные на учебу в англию петром первым, а также русские, служившие на английском флоте. в первую очередь для них, оказавшихся на чужбине без возможности причастия, и была устроена русская посольская церковь при постоянной русской миссии. первая литургия в церкви, освященной в честь успения божией матери, была совершена в конце ноября 1716 года. ""с тех пор мы ведем свою историю, начало пошло из лондона и распространилось по британским островам, то есть теперь включает великобританию и ирландию"", — отметил архиепископ. большое значение в истории русского православия в британии сыграл всемирно известный проповедник и мыслитель митрополит сурожский антоний, благодаря усилиям которого в 1962 году была учреждена сурожская епархия. в ней сегодня насчитывается 46 приходских общин. всего на британских островах, включая ирландию, около 80 приходских общин русской церковной традиции. в том числе около десяти в епархии зарубежной церкви, более 20 — в британском благочинии западно-европейского экзархата константинопольского патриархата. найти церковь и отдать дань памяти ""мы хотим найти место, где находилась посольская церковь… в течение всех этих трехсот лет несколько храмов поменялись, поэтому мы хотим найти именно первый храм, и может быть, если будет возможно, если договоримся с городскими властями, установить там мемориальную доску. это будет одно из наших юбилейных мероприятий"", — рассказал архиепископ сурожский елисей. он сообщил, что также планируется отдать дань памяти митрополиту антонию сурожскому. ""для нас важно имя митрополита антония, и мы в связи с нашим юбилеем планируем установить новое надгробие и обновить его могилу. над этим постарались наши прихожане, почитатели митрополита, сделав красивую, гранитную могилу, скромную, но достойную"", — сказал архиепископ. летом, по его словам, пройдет епархиальная конференция, посвященная исторической дате. ""будут также концерты, выставки икон, фотографий, семинары, посвященные этому событию, запланирован выпуск почтовой марки"", — отметил архиепископ сурожский елисей. ""и самое главное – мы будем освящать наш кафедральный собор после его генеральной реконструкции, планируем, что это будет в октябре"", — сказал он, отметив, что 300-летие православия в британии совпадает с отмечаемым в этом году 60-летием освящения кафедрального собора как православного. по словам архиепископа, в юбилейных мероприятиях ожидается участие глав и представителей православных епархий западной европы, гостями празднований будут представители англиканской церкви и других конфессий. ""имеем также огромнейшее желание и надежду, чтобы прибыл к нам святейший патриарх на эти торжества"", — сказал он. в последний раз патриарх русской церкви (тогда еще алексий второй) посещал лондон в 1993 году. архиепископ отметил, что ""самое главное, я очень надеюсь, что 300-летие русского православия даст хороший духовный импульс к примирению ветвей русской церкви, которые оказались в разделении"". ""мне очень хотелось бы, чтобы это юбилейное событие сплотило бы православных русских. дело в том, что волею судеб мы исторически разделились: с 1927 года часть лондонского прихода обособилась в отдельный приход в юрисдикции русской зарубежной церкви, поэтому их храм в лондоне также посвящен успению божией матери, кроме того, есть те, кто отделились от московского патриархата, и перешли в юрисдикцию константинопольского патриархата, это так называемый русский западноевропейский экзархат"", — отметил он. владыка подчеркнул, что ""зарубежная церковь поближе, поскольку мы уже с ней канонически слились, только административно еще немножко разделены"". ""а западноевропейский экзархат находится в другой поместной церкви. вот такие три ветви, но все же исторически происхождение все ведут от одной посольской церкви. и нам хотелось, конечно, привлечь их к активному участию в праздновании, чтобы мы хотя бы мысленно, духовно вернулись к своим истокам"", — сказал елисей. ""очень надеюсь, что это даст вклад в примирение и понимание друг друга, потому что много уже поколений выросло после всех этих разделений. после самого свежего отделения, когда ушли люди из сурожской епархии в константинопольский патриархат (западноевропейский экзархат), уже прошло 10 лет. и мы надеемся, что это будет наш общий праздник и мы почувствуем единство"", — подчеркнул архиепископ елисей. от эмигранта до митрополита митрополит антоний (в миру андрей борисович блум, bloom) — всемирно известный проповедник и мыслитель, после революции в россии вместе с семьей оказался в эмиграции. с 1948 года жил и служил в лондоне, где основал сурожскую епархию, которой руководил до смерти в 2003 году. андрей блум родился 19 июня (6 июня) 1914 года в лозанне в семье российских дипломатов. его отец — борис блум имел шотландские корни, мать — ксения скрябина, сестра знаменитого композитора александра скрябина. после революции в россии семья была вынуждена несколько лет скитаться по европе и в 1923 году поселилась в париже. где в 1938 году андрей блум окончил биологический и медицинский факультеты сорбонны. а 10 сентября 1939 года тайно принял монашеские обеты и отправился на фронт в качестве армейского хирурга. во время оккупации франции участвовал в движении сопротивления, был врачом в антифашистском подполье. андрей блум в конце сороковых годов был рукоположен в иеродиакона и уехал в лондон, где на основе единственного небольшого русского прихода основал многонациональную епархию, объединив не только русскую иммиграцию, но и местных жителей. имя сурожской епархии владыка антоний дал в честь древней крымской епархии с центром в городе сугдее (современный судак), известном в русских летописях под названием сурож. один из святителей древней сугдейской епархии, стефан сурожский, был избран небесным покровителем епархии. третьего декабря 1965 года он был возведен в сан митрополита и назначен патриаршим экзархом западной европы. не имея систематического богословского образования, владыка антоний стал почетным доктором московской духовной академии, киевской духовной академии, кембриджского университета, где некоторое время читал лекции. по его инициативе в кембридже в 1999 году основан православный институт. истоками последнего раскола в сурожской епархии стали несогласия, возникшие между митрополитом антонием и прибывшим в сурожскую епархию в то время епископом подольским иларионом (алфеевым). конфликт, суть которого митрополит антоний неоднократно излагал в публичных документах и обращениях, разросся и после смерти владыки, и привел к уходу части священников и прихожан в константинопольский экзархат.",religion,в британии 300-летие русского православия отметят освящением храма
1407,"взаимопонимание, сложившееся между православной и англиканской церквами – положительный фактор для российско-британских отношений, заявил посол россии в великобритании александр яковенко в связи с отмечаемым в этом году 300-летием русского православия на британских островах. событие в великобритании будет отмечаться рядом юбилейных мероприятий на протяжении всего года. на лето намечена епархиальная конференция, пройдут также выставки, концерты, будет выпущена специальная почтовая марка. в октябре планируется освящение после реконструкции кафедрального собора успения божией матери. ожидается, что в мероприятиях примет участие патриарх московский и всея руси кирилл. российско-британские отношения в настоящее время переживают не лучшие времена. ранее яковенко заявлял, что британская сторона инициировала практически полную приостановку политического диалога с россией. лондон критикует москву как в связи с конфликтом на украине, так и в связи с операцией вкс рф в сирии. ""следует отметить взаимопонимание, сложившееся между православной и англиканской церквами – это положительный фактор для российско-британских отношений"", — сказал посол в интервью риа новости. ""неслучайно, — подчеркнул он, — над входом в вестминстерское аббатство можно увидеть статую русской святой – новомученицы великой княгини елизаветы федоровны"". по словам посла, ""огромный вклад в установление этого взаимопонимания внес пользовавшийся огромным духовным авторитетом митрополит антоний сурожский"". яковенко отметил историческую связь русского православия в британии с российской дипломатической миссией. ""русская православная церковь в лондоне появилась именно как церковь при посольстве, и священник в то время не только духовно окормлял пребывающих в британии россиян, но и был полноценным сотрудником миссии. наибольших успехов в этом деле добился яков иванович смирнов (1754-1840), настоятель русского храма в лондоне, в течение 60 лет неустанно трудившийся на ниве просвещения и помощи соотечественникам – дважды в эпоху наполеоновских войн он исполнял обязанности представителя россии в великобритании"", — напомнил яковенко. ""кстати, две иконы из посольского храма – одни из очень немногих предметов из российского императорского посольства, хранящихся в нынешнем посольстве россии"", — рассказал он. ""все эти 300 лет церковь была важнейшим объединяющим звеном для наших соотечественников как в плане духовном, так и с точки зрения общественной жизни"", — подчеркнул яковенко. он отметил, что представленные в великобритании ""поместные православные церкви, включая русскую, играют свою роль в диалоге религий и дискуссии о нравственных основах общества"". от посольской церкви до наших дней ""виновниками"" возникновения на британских островах русского православия стали молодые дворяне, посланные на учебу в англию петром первым, а также русские, служившие на английском флоте. в первую очередь для них, оказавшихся на чужбине без возможности причастия, и была устроена русская посольская церковь при постоянной русской миссии. первая литургия в церкви, освященной в честь успения божией матери, была совершена в конце ноября 1716 года. с тех пор русское православие распространилось по британским островам, то есть включает великобританию и ирландию. большое значение в истории русского православия в британии сыграл всемирно известный проповедник и мыслитель митрополит сурожский антоний, благодаря усилиям которого в 1962 году была учреждена сурожская епархия. в ней сегодня насчитывается 46 приходских общин. всего на британских островах около 80 приходских общин русской церковной традиции. в том числе около десяти в епархии зарубежной церкви, более 20 — в британском благочинии западно-европейского экзархата константинопольского патриархата. —0-",religion,посол: взаимопонимание церквей россии и англии - положительный фактор
1408,"христиане считают этих погубленных за христа невинных младенцев первыми мучениками. по преданию, гнев ирода не обошел и взрослых: симеона богоприимца, который всенародно возвестил в иерусалимском храме о родившемся мессии, он, когда тот скончался, не дал достойно похоронить, а пророка-священника захарию по его приказу убили прямо в храме, между жертвенником и алтарем — за то, что не сказал, где искать его сына иоанна, будущего крестителя. кончил сам ирод плохо: его постигла лютая болезнь, и он умер, заживо съеденный червями. но перед смертью еще успел убить первосвященников и книжников иудейских, родного брата, сестру и ее мужа, свою жену мариамну и трех сыновей, а также 70 мудрейших мужей, членов синедриона. церковная традиция указывает число вифлеемских младенцев — 14 000. однако понятно, что это — символ: в маленьком вифлееме и его окрестностях их просто не могло набраться столько. византийские богословы объясняли смысл этого символа стремлением подчеркнуть, что репрессии чаще всего обрушиваются не на единиц, а на тысячи и даже миллионы. кроме того, сама цифра ""14"" символична и часто встречается в библейской традиции: в библии говорится о 14 ""сыновьях"" рахили, к которым относятся и ее внуки (быт.46:22); по 14-ти тысячам ""своих сыновей"" плачет рахиль спустя 17 столетий после своей земной жизни; в родословной иисуса христа насчитывается ""всех родов от авраама до давида четырнадцать родов; и от давида до переселения в вавилон четырнадцать родов; и от переселения в вавилон до христа четырнадцать родов"" (мф.1:17). память избиенных в вифлееме младенцев церковь начала совершать уже во ii веке. вероятно, тогда и была определена цифра 14 000.мощи вифлеемских младенцев сначала хранились в пещере младенцев под южным трансептом базилики рождества христова в вифлееме.  затем их перенесли в константинополь. со временем они разошлись по разным странам. есть их частицы и в дальних пещерах в киево-печерской лавры, и в серпуховском высоцком монастыре, и в давидовой пустыни близ серпухова.",religion,религиозные праздники 11 января
1409,"никто не вышел. тогда церковь действительно подожгли, и все 20 тысяч молящихся погибли в огне. так начиналось великое гонение, инициированное соправителем максимиана диоклетиана, в это время выпустившим указ, предписывавший разрушать христианские церкви до основания, сжигать священные книги, лишать почестей христиан, занимавших высокие должности, а христиан-слуг лишать свободы. последовавший за ним второй императорский указ повелевал всех христианских священников заключать в темницы, и ""темницы, первоначально назначенные для убийц и злодеев, наполнились везде епископами, пресвитерами, диаконами, чтецами, заклинателями, так что осужденным за злодеяния не оставалось в них и места"". конечно, жестокость гонений во многом зависела от их исполнителей. христианам на территориях, подконтрольных максимиану, пришлось тяжелее, чем их единоверцам в других областях империи. сам характер максимиана требовал, чтобы он был гонителем свирепым: лактанций пишет о нем, что это был человек ""от природы жесткий"", который был склонен доводить меры диоклетиана до крайних пределов. в его областях было особенно много мучеников. по преданию, когда в никомедийском императорском дворце случился пожар, христиан тут же обвинили в поджоге, вот император и велел сжечь их заживо вместе с их церковью, решив, что на этом с христианством в провинции будет покончено. но вскоре до него стали доходить вести, что христиан в никомедии еще много. а ведь пунктуальные римляне даже срок окончательной ликвидации христианства уже назначили на языческий праздник терминалий 23 февраля 203 года. тогда схватили полководца зинона, который публично обличил императора в нечестии и жестокости и был жестоко избит и обезглавлен. затем заключили в темницу принявшего христианство языческого жреца индиса, отказавшегося участвовать в языческом празднестве. епископ анфим духовно укреплял узников, отправляя им послания через дьякона феофила. одно из них было перехвачено, диакона пытали, но так ничего и не добившись, казнили, а вместе с ним и тех, к кому обращался епископ в послании. потом поймали и казнили бывшую жрицу домну, принявшую христианство. разгром никомедийской христианской общины продолжался еще больше года, пока в апреле 303 года не обезглавили епископа анфима и еще пятерых мучеников.",religion,религиозные праздники 10 января
1410,"патриарх московский и всея руси кирилл в пятницу поздравил детей, приглашенных на патриаршую елку в государственный кремлевский дворец, с рождеством и призвал их ценить семью и делать добро. среди гостей елки — воспитанники православных гимназий и детских домов. предстоятель русской православной церкви рассказал, что накануне посетил свято-софийский детский дом для детей-инвалидов. ""когда ты видишь и чувствуешь, с одной стороны, человеческое страдание, а с другой стороны — способность людей принимать на себя это страдание и отдавать добро и любовь, которые так нужны тем, кто обделен… делая добро, человек становится богатым, сильным и счастливым"", — подчеркнул первоиерарх. ",religion,патриарх поздравил детей с рождеством на елке в кремле
1411,"патриарх московский и всея руси кирилл в пятницу после богослужения в успенском соборе московского кремля назвал примером подвига поступок сотрудника ппс данила максудова, получившего обморожения во время спасательной операции на занесенной снегом трассе оренбург-орск, и призвал всех верующих молиться о его выздоровлении. ""сегодня мне стало известно о подвиге, который совершил один из наших полицейских патрульной службы… произошло на заснеженной трассе оренбург-орск. в страшную вьюгу, мороз, холод многие застряли в сугробах, у многих жизнь повисла буквально на волоске, и среди тех несчастных оказался полицейский даниил маскудов. он, спасая кого-то, отдал ему свои варежки, рукавицы и снял свою куртку"", — сказал патриарх. он призвал всех верующих молиться о пострадавшем, ""чтобы господь исцелил его и дал ему сил"", и чтобы его пример вдохновил многих ""совершать подвиг и профессиональный, и, что может быть еще более трудно, подвиг несения ответственности… за своих ближних"".",religion,"патриарх кирилл молится о полицейском, спасавшем замерзающих людей"
1412,"6:1-6). совсем молодой человек — ему было всего 30 лет — он так убедительно проповедовал христианское учение и побеждал иудейских законоучителей в спорах, что они оклеветали стефана, обвинив его в проповеди того, что ""иисус назорей разрушит"" иерусалимский храм (деян 6:14 – 8:1). стефан не мог быть осужден синедрионом — фарисейское большинство оправдало бы его, как оно уже оправдало апостола петра (деян 5:34-41). но и римляне не могли обвинить его в притязаниях на царский престол — что инкриминировалось иисусу христу. поэтому первосвященники просто собрали толпу, которая вывела стефана за городские стены и, с одобрения савла (в то время занимавшего высокий пост в страже первосвященника), забила его насмерть камнями. умирая, святой мученик молился за своих убийц. тело святого первомученика стефана тайно предал погребению в своем имении известный еврейский учитель гамалиил с сыном авивом (впоследствии оба они приняли крещение). убийство стефана стало началом гонений на активную часть иерусалимской общины, в которых ведущую роль сыграл савл тарсийский — будущий апостол павел (деян 8:1-3). первые упоминания о церковном празднике, посвященном памяти святого стефана, содержатся в надгробном слове в память василия великого, написанном его братом григорием нисским в 381 году, в апостольских установлениях и в сирийском месяцеслове конца iv века. вначале его отмечали на второй день рождества. но с vii века, когда в этот день стали праздновать собор пресвятой богородицы, почитание святого стефана в византии перенесли на третий день рождества. мощи святого были обретены почти через четыре века после его смерти, в 415 году. история их нахождения описана палестинским священником лукианом в ""послании ко всем церквам об открытии мощей мученика стефана"". мощи были перенесены в сионскую церковь в иерусалиме, а в 439 году — в константинополь. а в иерусалиме по приказу императрицы евдокии, супруги феодосия ii, была построена базилика святого стефана, в которую была перенесяна часть связанных с ним реликвий.",religion,религиозные праздники 9 января
1413,"президент сша барак обама поздравил в четверг всех православных христиан с рождеством. ""в это благословенное время мы празднуем рождение иисуса христа и молимся за мир на земле. этот день дает нам уникальную возможность вспомнить вклад американских православных лидеров в наш общий прогресс"", — говорится в сообщении белого дома со ссылкой на слова американского президента. ""этот день напоминает нам о необходимости сохранять приверженность защите религиозных меньшинств, в том числе христианских меньшинств, которые слишком часто сталкиваются с насилием и преследованиями по всему миру"", — добавил он. обама выразил солидарность ""с теми христианами, кто страдает от атак и дискриминации"". ""свобода исповедовать свою религию, такую как вы выбираете, — неотъемлемое право каждого человека и основа справедливого общества. мы присоединяемся к нашим православным братьям и сестрам в этот праздник и с надеждой молимся за мир и справедливость на всей земле"", — отметил он.",religion,обама поздравил всех православных с рождеством
1414,"духовное управление мусульман крыма (думк) поздравило православных крымчан с праздником рождества, отметив ""добрые отношения с многочисленной православной общиной"" полуострова, сообщили риа новости в пресс-службе думк. ""взаимоуважение и поддержка в трудные минуты – это то, что отличает крымский народ, черпающий моральные качества из богатейшей религиозной традиции народов крыма. пусть же всевышний преумножит благополучие в нашем общем крымском доме. мира и добра, тепла и благоденствия каждой семье!"", — говорится в сообщении. в думк, сообщает пресс-служба, разделяют ""радость пришествия в наш мир мессии иисуса, мир ему, как олицетворение любви, милосердия и непорочности"". ""всевышний творец восславил иисуса христа в коране, назвав его ""словом от него"" и ""духом от него"" (коран 4:171), заповедовав тем самым всем мусульманам любить и почитать своего посланника до судного дня"", — приводит пресс-служба думк текст поздравления. подробнее о новостях крыма — на crimea.ria.ru>> ",religion,мусульмане крыма поздравили православных крымчан с рождеством
1415,"крымских татар пытаются поднять на ""борьбу"" с властью, провоцируя межэтнические конфликты и столкновения; попытки дестабилизировать обстановку на крымском полуострове исходят из территории украины, сообщает духовное управление мусульман крыма. ""религиозные служители, члены совета духовного управления мусульман республики крым и г. севастополь выразили обеспокоенность попытками некоторых личностей, осуществляющих свою деятельность на территории украины, поднять крымскотатарский народ на некую ""борьбу"", провоцируя тем самым противостояние в крымском обществе, межэтнические конфликты и столкновения"", — сообщает муфтият. в связи с этим, мусульманские религиозные служители обратились к крымским татарам с призывов не поддаваться на провокации и не забывать, что крымскотатарский народ всегда отличался миролюбием и стремлением к созиданию. ""призываем крымскотатарский народ быть бдительными: не обманываться на красивые лозунги, призывы и обещания; не поддаваться на угрозы и шантаж со стороны отдельных представителей нашего народа, которые находятся далеко за пределами родной земли"", — говорится в заявлении. религиозные служители призвали ни при каких обстоятельствах ""не покидать землю предков и тем более не участвовать в антигуманных акциях и военных формированиях, хранить мир и созидать во имя будущих поколений"". в состав совета духовного управления мусульман республики крым и г. севастополь входят региональные имамы и председатели религиозных общин крыма, руководители духовных учебных заведений и члены муфтията крыма. подробнее о новостях крыма — на crimea.ria.ru>>",religion,"муфтият: крымских татар пытаются извне поднять на ""борьбу"" с властью"
