,text,theme,title
124,"патриарх московский и всея руси кирилл в воскресенье утром, в день памяти святителя московского петра, совершит божественную литургию в успенском соборе московского кремля. в этот же день по центру столицы из высоко-петровского монастыря пройдет крестный ход, посвященный небесному покровителю москвы. по информации организаторов, духовенство и верующие пройдут по улице петровка, крапивенскому переулку и петровскому бульвару. ""во время шествия богомольцы будут нести главную монастырскую святыню — икону святителя петра с частицей его святых мощей"", — сообщили в высоко-петровском монастыре. возглавит крестный ход наместник троице-сергиевой лавры архиепископ сергиево-посадский феогност, в нем также примут участие игумены московских монастырей и духовенство столицы. святитель петр (ок. 1260 — 1326) первым из русских митрополитов сделал местом своего постоянного пребывания москву. святитель пророчески предсказал освобождение от татарского ига и будущее величие москвы как центра всей руси. ""если бы не было святителя петра, если бы он не принял решение перенести из города владимира в москву первопрестольную кафедру всея руси, то москва не была бы столицей нашего отечества. и потому вне зависимости от религиозных убеждений мы все должны с благодарностью помнить и почитать память святителя петра, которого можно назвать основателем москвы как первопрестольного града и столицы всея руси"", — сказал патриарх кирилл в одной из своих проповедей. по благословению митрополита петра в московском кремле в августе 1326 года был заложен главный исторический собор столицы — в честь успения пресвятой богородицы. святитель также основал в начале xiv века обитель, получившую наименование высоко-петровской. основная часть ее зданий была построена в 17-18 веках. в 1918 году монастырь был закрыт, его деятельность возобновилась в 2009 году.",religion,патриарх в день святителя петра совершит литургию в кремле
125,"мусульмане-шииты организовали шествие в районе эль-катиф на востоке саудовской аравии в знак протеста против казни проповедника нимра ан-нимра, сообщает в субботу агентство рейтер со ссылкой на очевидцев. по данным агентства, протестующие скандировали: ""долой саудитов!"" (правящая королевская династия в саудовской аравии) и прошли от родной деревни ан-нимра аль-авамии до города эль-катиф. проповедник шейх нимр ан-нимр был задержан властями саудовской аравии в 2012 году в ходе акций протеста на востоке страны. в 2014 году он был приговорен к смертной казни по обвинению в разжигании розни, неповиновении королю и создании террористической ячейки с целью атак на сотрудников правопорядка. в субботу мвд саудовской аравии объявило о казни 47 человек, осужденных за терроризм и подстрекательство к нему. среди казненных был один из лидеров ячейки ""аль-каида"" в саудовской аравии фарис аз-захрани, а также шиитский проповедник ан-нимр. в начале февраля 2014 года в саудовской аравии значительно ужесточили уголовное наказание за причастность к деятельности террористических и экстремистских организаций. был обнародован и список организаций, признанных в королевстве террористическими.",religion,мусульмане-шииты в саудовской аравии протестуют из-за казни ан-нимра
126,"митрополит екатеринбургский и верхотурский кирилл в субботу совершил чин отпевания главного консула венгрии по визовым вопросам в екатеринбурге пала ене фабиана, погибшего в результате дтп на трассе в башкирии, сообщает екатеринбургская епархия. ""в присутствии родственников погибшего правящий архиерей совершил отпевание в иоанно-предтеченском кафедральном соборе города екатеринбурга"", — говорится в сообщении. пал ене фабиан работал консулом по визовым вопросам в генеральном консульстве венгрии, штаб-квартира которого находится в екатеринбурге.",religion,митрополит екатеринбурга совершил отпевание погибшего консула венгрии
127,"шиитские религиозные и политические деятели ирака, ливана и йемена выступили с осуждением казни проповедника нимра ан-нимра в саудовской аравии. в субботу мвд саудовской аравии объявило о казни 47 человек, осужденных за терроризм и подстрекательство к нему. среди казненных был известный шиитский проповедник нимр ан-нимр, приговоренный к высшей мере наказания в 2014 году. ""принятая правящей семьей мера предназначена для того, чтобы снова зажечь регион, получить новую бойню между течениями суннитов и шиитов и создать новый кризис вдобавок к тем, которые сейчас существуют в регионе"", — заявил он каналу. вице-президент ливанского шиитского совета муфтий ахмед кабалан назвал произошедшее религиозной катастрофой и большой ошибкой, которая повлечет за собой последствия. ""его убийство — огромная катастрофа для религии и для нации, преступление против человечности, нравственности. это большая ошибка, которая не останется без последствий, о которых мы предупреждали неоднократно в прошлом"", — цитирует ливанское агентство nna слова муфтия.",religion,"шииты в ираке, ливане и йемене осудили казнь проповедника ан-нимра"
128,"полиция бахрейна применила слезоточивый газ для разгона десятков протестующих, вышедших на улицы после казни шиитского проповедника нимра ан-нимра в саудовской аравии, сообщает агентство рейтер со ссылкой на очевидцев. по данным агентства, демонстранты вышли на улицы с изображениями нимра ан-нимра в руках и призывали к протестам по всей стране. столкновения с сотрудниками безопасности произошли близ шиитской деревни абу-сайба (abu-saiba), к западу от столицы страны манамы.",religion,в бахрейне начались протесты после казни ан-нимра в саудовской аравии
129,"семья казненного в саудовской аравии шиитского проповедника нимра ан-нимра выразила надежду, что реакция общественности на казнь будет мирной.  ""заявление о казни шейха ан-нимра стало неожиданным и потрясло семью. несмотря на то, что верховный суд этот приговор вынес, наши надежды были связаны с мудрецами королевства, которые бы попытались избежать напряжения в округе эш-шаркия (90 % населения которого составляют шииты – ред.)"", — заявил агентству sputnik его брат мохаммед бакер ан-нимр. ранее сообщалось, что мвд саудовской аравии в субботу объявило об исполнении смертного приговора в отношении 47 человек, осужденных за терроризм и подстрекательство к нему. среди казненных были один из лидеров ячейки ""аль-каида"" в саудовской аравии фарис аз-захрани и шиитский проповедник нимр ан-нимр. оба были приговорены к высшей мере наказания в 2014 году. в начале февраля 2014 года в саудовской аравии значительно ужесточили уголовное наказание за причастность к деятельности террористических и экстремистских организаций. был обнародован и список организаций, признанных в королевстве террористическими.",religion,"сми: семья ан-нимра надеется, что реакция на его казнь будет мирной"
130,"в 12 лет пришел в монастырь уже грамотным, научился писать иконы, принял постриг и рукоположение в священнический сан и ушел искать уединения для аскетических подвигов и молитвы, в чем так преуспел, что вокруг его одинокой кельи у реки рата со временем образовался монастырь. и петр, естественно, стал его первым игуменом. добрая слава обители привлекала к ней многочисленных паломников, среди которых был и галицкий князь юрий. а однажды монастырь посетил даже тогдашний митрополит киевский и всея руси максим, перенесший митрополичью кафедру сначала в брянск, а потом во владимир. перенос митрополии с днепра на клязьму очень не нравился галицкому князю, и он, решив обзавестись собственным митрополитом, с этой целью послал в константинополь игумена петра. но тут как раз скончался митрополит максим, а поскольку петр уже прибыл в константинополь, то его патриарх афанасий i и поставил митрополитом, но не галицким, а всея руси. впрочем, митрополит петр еще почти год после этого провел в киеве, но оставаться там стало так опасно, что пришлось ему все-таки, по примеру предшественника, перебраться в 1309 году во владимир. встретили его там совсем не радушно: у великого князя на митрополичью кафедру был свой кандидат, кроме того погрязшая в усобицах русь так увлеклась политическими скандалами и интригами, что находиться в их эпицентре человеку духовному было тяжело. к счастью, митрополиту по долгу службы приходилось много путешествовать и во владимире он подолгу не жил. а в качестве личной резиденции со временем облюбовал москву, благо с московскими князьями в духовных вопросах у него сложилось полное взаимопонимание. но перенести туда митрополичью кафедру одной своей волей он просто не мог: по канону он должен был не только жить, но и быть погребенным во владимире. завещание похоронить себя в москве, составленное по просьбе московского князя ивана калиты, было единственной вольностью, которую смог позволить себе святитель петр. а князь тут же распорядился начать строить в кремле успенскую церковь. в ней, еще незаконченной, и погребли в каменном гробу митрополита, скончавшегося в декабре того же 1326 года. однако последняя воля святителя могла бы и не иметь такого важного и обязательного значения для его преемников, если бы вскоре после того москва не сделалась великокняжеской столицей. тем более что юго-западная русь, лишившаяся митрополичьей кафедры в киеве, не оставляла попыток обзавестись собственной митрополией, а глядя на нее и литовские князья одолевали константинополь аналогичными просьбами. и константинопольские власти, то под давлением политической силы, то под влиянием соблазнительных подношений, начали было дробить русскую митрополию, но по ходатайству противной стороны, вновь открываемые митрополичьи кафедры опять закрывали… история этих первых разделов русской митрополии тянулась еще долго. кроме того, прецедент с поставлением на русскую кафедру русского епископа не имел продолжения, и после смерти святителя петра его сменил грек феогност. но в том же 1328 году московский князь успел сделаться великим князем и получил полное право перенести митрополию в свою столицу. нового митрополита он встретил радушно, отношения у них сложились вполне дружеские, и тот после недолгой остановки в своем кафедральном городе владимире, прямо переехал на жительство в москву и этим окончательно утвердил в ней резиденцию кафедры митрополитов на будущее. так москва оказалась стольным городом великого княжества и резиденцией митрополии, а святитель петр первым из русских митрополитов был причисленным к лику святых — в 1339 году при митрополите феогносте, — и его гроб, подобно гробницам первых христианских святых, стал залогом всероссийской славы и величия москвы: у него князья целовали крест на верность великому князю московскому и там же потом избирались московские первосвятители. ни одно государственное начинание не обходилось без молитвы у гроба святителя петра. в 1472 году при перестройке успенского собора были обретены его мощи, а в 1479 — их перенесли на новое место и в память этого события установили общецерковный праздник.",religion,религиозные праздники 3 января
131,"международный фестиваль ледовой скульптуры ""вифлеемская звезда"", в котором примут участие скульпторы и художники из разных регионов россии, а также латвии, украины и других стран, в субботу стартует в екатеринбурге, сообщает екатеринбургская епархия. фестиваль будет проходить до 7 января на территории храма-на-крови. ""работы по возведению ледовых шедевров начнутся в первые дни 2016 года"", — говорится в сообщении. планируется, что участники фестиваля возведут скульптуры изо льда на религиозную тематику. итоги фестиваля традиционно подводят в праздник рождества. как сообщалось ранее, фестиваль проводится в целях воспитания художественно-эстетического вкуса, популяризации православной культуры, укрепления связей в области культуры, а также организации семейного досуга.",religion,"фестиваль ледовой скульптуры ""вифлеемская звезда"" открывается на урале"
132,"создатели сервисов, мобильных приложений или сайтов, которые изменяют мир и жизнь людей к лучшему, получат 10 января в лондоне премии совета раввинов европы (сре), сообщили риа новости пресс-службе сре. по ее словам, денежное вознаграждение победителя составит 26 тысяч евро, а два обладателя поощрительных призов получат по 18 тысяч евро. в конкурсе могут принимать участие не только евреи, но и представители других национальностей, однако все проекты должны соответствовать еврейскому принципу ""тикун олам"" — исправлению мира. всего на рассмотрение совета раввинов европы было предложено более 150 проектов. ""мы не смотрим на уровень дохода и существующий успех компании участника, не смотрим на его национальность и вероисповедание, мы принимаем заявки как из европы, так и из израиля и россии. единственное и главное, на что мы ставим акцент —  количество добра, которое идея может привнести в мир"",  – отметил глава жюри конкурса, президент сре, главный раввин москвы пинхас гольдшмидт. финалистами в нынешнем году стали три проекта: обучающая программа jewish interactive, созданная для интерактивного обучения детей еврейской истории и традиции, мобильное приложение для больных боковым амиотрофическим склерозом и мобильное приложение rize, которые позволяет пользователям контролировать свое психическое здоровье.",religion,премии совета раввинов европы получат в лондоне лучшие it-проекты
133,"как с таким слабым здоровьем он вынес 15-летнюю учебу — сперва в архангельске, а потом в санкт-петербургской духовной академии — непонятно. получив диплом кандидата богословия, иван сергиев хотел было принять монашество и отправиться миссионером в сибирь, но приглядевшись к жизни православной столицы, обитатели которой, по его наблюдениям, знали ""христа не больше, чем дикари патагонии"", решил остаться, женился на дочери протоиерея кронштадтского андреевского собора, принял рукоположение в священника и был направлен в помощь тестю. кронштадт в те годы был не только военно-морской базой, но и местом административной высылки асоциальных личностей и многочисленных нищих — со всеми вытекающими последствиями. отец иоанн ""стал посещать лачуги, землянки и бедные квартиры. он утешал брошенных матерей, нянчил их детей, пока мать стирала; помогал деньгами; вразумлял и увещевал пьяниц; раздавал все свое жалованье бедным, а когда не оставалось денег, отдавал свою рясу, сапоги и сам босой возвращался домой в церковный дом"". кончилось тем, что его жалование стали выдавать не ему, а его жене. его новаторское отношение к своим пастырским обязанностям, выражавшееся, в частности, в чрезвычайной эмоциональности его проповедей в 1860-е годы вызывало у других клириков собора недоумение. а он еще, вопреки принятой тогда в российской церкви практике, ввел общую исповедь (когда все каявшиеся, стоя поседи церкви, называли свои грехи открыто, а не священнику на ушко) и призывал к частому причащению (в россии тогда обычно причащались один-два раза в год). и благотворительностью занялся с таким же жаром: основал ""дом трудолюбия"" (работный дом с мастерскими), школу для бедных, женскую богадельню, детский приют. к началу 1890-х его знала уже вся россия. вокруг него собирались толпы и буквально рвали его одежду (один раз жители риги разорвали его рясу на куски — каждый хотел иметь у себя кусочек). ему стали жертвовать большие суммы — и лично, и почтовыми переводами, а он передавал их на строительство и поддержание благотворительных учреждений, школ, больниц, монастырей и храмов, жертвовал в благотворительные общества в том числе других конфессий (татарам, евреям). его щедрость привлекала к нему огромное число просителей — от нищих до купцов, пришедших в отчаяние из-за банкротства или картежного проигрыша. по кронштадту отец иоанн передвигался в сопровождении целой армии нищих, которым он раздавал милостыню. он пособоровал и причастил умирающего императора александра iii, участвовал в коронации николая ii. и при все этом ежедневно вставал около четырех утра на молитву, потом служил в соборе до полудня, потом посещал приезжих и местных просителей и больных, потом ехал в петербург — к больным и по многочисленным общественным делам. в кронштадт возвращался поздно, иногда к полуночи, причем порой за весь день так и не выкроив времени, чтобы поесть. на сон оставалось 3-4 часа. и так десятилетиями. а ведь он еще вел личный дневник, впоследствии изданный, писал статьи и проповеди, как публицист полемизировал со львом толстым… последние три года отец иоанн тяжело болел. скончался он в кронштадте 20 декабря (2 января по новому стилю) 1908 года на 80-м году жизни и был похоронен в крипте иоанновского монастыря на карповке в петербурге. народное почитание иоанна кронштадтского как великого молитвенника, чудотворца и прозорливца, начавшееся еще при его жизни, не ослабевало среди православных верующих, как в советской россии, так и в эмиграции, весь xx век. русская православная церковь заграницей канонизировала его в 1964 году, русская православная церковь — в 1990-м. осенью 2009 года в санкт-петербурге прошли торжества, посвященные 180-летию со дня рождения и 100-летию со дня кончины святого праведного иоанна кронштадтского, в которых приняли участие представители 144 посвященных ему храмов со всего мира, а малой планете № 16395 было присвоено имя ""иоанн праведный"".",religion,религиозные праздники 2 января
134,"перспективы внедрения исламских финансовых институтов в россии и механизмов их функционирования обсудят в середине января известные эксперты из разных стран мира, сообщил исламский информационный портал islam.ru. пленарное заседание ""исламские финансы"" пройдет 14 января в рамках гайдаровского форума — одного из крупнейших ежегодных международных научных событий в россии в области экономики. среди вопросов, которые предложены к обсуждению — основные направления в области законотворческой деятельности для формирования отрасли исламских финансов и особенности регулирования исламских финансовых организаций. кроме того, как сообщили организаторы, экономисты оценят риски для стабильности финансовой системы и защиты прав потребителя, которые связаны с появлением исламских финансов, а также сложности выхода российских компаний на рынок исламских ценных бумаг.",religion,эксперты обсудят перспективы исламских финансовых институтов в россии
135,"помочь тем, кто страдает от отсутствия работы, земли и жилья призвал мировых лидеров римский папа франциск в своем послании, приуроченном ко всемирному дню мира, который католическая церковь отмечает 1 января. ""я обращаюсь с настойчивым призывом к лидерам государств совершить конкретные жесты в пользу наших братьев и сестёр, страдающих от отсутствия работы, земли и крова"", — написал понтифик. он уточнил, что имеет в виду прежде всего ""создание достойных рабочих мест, чтобы противостоять социальной язве безработицы, которая охватывает большое число семей и молодёжи и ведет к тяжёлым последствиям для состояния всего общества"". в документе, озаглавленном ""победи равнодушие и стяжай мир"", франциск напомнил, что бог неравнодушен к человечеству, которое он не оставит. однако и человек должен стать активным проводником мира. ""мир есть дар божий, но он доверен всем: каждому человеку, призвание которого заключается в том, чтобы его осуществлять"", отметил понтифик. происходящее в мире франциск назвал ""глобализацией равнодушия"", а причиной его указал ""равнодушие к богу, из которого проистекает также равнодушие по отношению к другим и к мирозданию"". равнодушие, по словам понтифика, ""вызывает прежде всего закрытость и снятие с себя ответственности"". кроме того, увеличение потока информации в мире приводит к ""пресыщению, которое подавляет восприятие и в некоторой степени релятивизирует серьёзность проблем"". римский папа в своем послании выразил надежду на то, что в 2016 году люди ""решительно и преданно посвятят себя на различных уровнях осуществлению справедливости и защите мира"".",religion,"папа призвал мировых лидеров помочь тем, у кого нет работы и жилья"
136,"операция российских военно-космических сил (вкс) на ближнем востоке имеет ""принципиально важное значение"" для ""зашиты отечества"" и ""судьбы российского народа"", отметил патриарх московский и всея руси в четверг перед новогодним молебном в столичном кафедральном храме христа спасителя. ""этот год был очень непростым и для нашей страны, и для европы, и для всего мира. он вызывал тревогу в сердцах людей, и это вполне понятно — наша страна впервые приняла участие в широкомасштабных военных действиях за пределами своих границ… и это, конечно, не могло не породить много разных мыслей, волнений, раздумий"", — сказал предстоятель рпц. по его словам, ""становится совершенно ясно"", что ""начатое в прошлом году будет иметь дальнейшие последствия"", так как сейчас речь идет ""о чем-то принципиально важном"" для судьбы россии и ее граждан. он призвал в преддверии нового года ""обратить к богу молитву о защите отечества и сохранении нашего народа"", чтобы господь ""помог дальше в мире и в достойном единомыслии продолжить совместные труды"", призванные ""укрепить общественную и государственную жизнь"". патриарх подчеркнул, что для достижения ""мира, спокойствия, радости и благополучия"" необходимо совершение добрых дел во всех сферах общественной деятельности и ""сопротивление злу и всякой неправде человеческой"". он призвал молиться о сбережении верующих от ""страшных угрызений"" и пожелал всем христианам ""мира, радости и телесного и душевного благополучия"". ""да хранит бог всю историческую русь"", — заключил первоиерарх перед началом богослужения. новогодний молебен (или ""молебное пение на новолетие"") — особая служба, когда верующие благодарят бога за милости в уходящем году и испрашивают благословения на год грядущий для себя, своей семьи и отечества. такой молебен, как правило, совершается либо сразу после божественной литургии, либо за несколько часов до полуночи. часто в современной богослужебной практике он совершается в полночь.",religion,патриарх: операция вкс в сирии принципиально важна для защиты россии
137,"легализация однополых браков в греции является трагедией для этой страны и расплатой за то, что ее власти ""отдали свою независимость"", заявил епископ егорьевский тихон (шевкунов), викарий патриарха московского и всея руси. парламент греции проголосовал 22 декабря за изменения в закон, которые разрешают гомосексуалистам заключать договор о сожительстве. раньше это было разрешено только гетеросексуальным парам. против принятия поправок активно выступала элладская православная церковь. ""все понимают, что это расплата за то, что они отдали свою независимость. тот самый суверенитет, о котором сейчас мы так часто говорим и который многие не понимают: ""зачем он нужен, лишь бы колбаса была, лишь бы можно было спокойно ездить"", — сказал шевкунов в эфире телеканала ""россия 24"". епископ также заявил, что русская православная церковь с ""ужасом"" ждет и боится, ""что то же самое случится на украине"". по его словам, ""это будет трагедия для всего украинского православия"". ""это (легализацию однополых браков) будут навязывать"", — заключил представитель рпц. сейчас, по его словам, происходит разрушение семьи. если это не остановить, то ""будет такой кризис семьи, за которым последуют небывалые социальные катаклизмы и небывалые ослабления тех народов и стран, в которых это происходит"".",religion,"в рпц назвали ""трагедией"" узаконивание однополых браков в греции"
138,"уровень преступлений на почве религиозной ненависти во франции, по официальным данным, вырос в три раза с момента террористических атак на charlie hebdo и парижский кошерный супермаркет в январе этого года, сообщает британское издание the telegraph. череда терактов во франции началась 7 января атакой на редакцию сатирического еженедельника charlie hebdo. восьмого января было совершено нападение на сотрудницу полиции в пригороде парижа, 9 января злоумышленники захватили заложников в париже и даммартен-ан-гоэль. за три дня погибли 17 человек, в том числе трое полицейских. в ходе двух спецопераций 9 января трое террористов были уничтожены. за этими атаками, как отмечает the telegraph, последовал рост исламофобских настроений во франции. ""по сравнению с 2014 годом, когда было зафиксировано 133 случая проявления исламофобии, в 2015 году, как сообщают власти, таких случаев было более 400 — включая нападения, преследования и причинение вреда"", — приводит издание данные французских властей. с января по май в стране также был зафиксирован 84-процентный рост преступлений на почве антисемитизма; данные за весь год ""все еще собираются"". в связи с этим, а также в связи с угрозой повторения террористических акций, в настоящее время, по данным издания, полицейские и военные охраняют около 1 тысячи из 2,5 тысячи мечетей франции.",religion,сми: число преступлений на почве исламофобии во франции выросло втрое
139,"новая группа экспертов проведет комплексную экспертизу предполагаемых останков членов дома романовых — цесаревича алексия и княжны марии; сроки исследования не ограничены, и не исключено, что они могут занять ""два-три года"", сообщил в четверг епископ егорьевский тихон (шевкунов), викарий патриарха московского и всея руси. ""мы очень благодарны сейчас руководству страны. святейшему патриарху было заявлено, что никакой даты, никакой спешки, никаких сроков не устанавливается для проведения этой экспертизы"", — сказал шевкунов в эфире телеканала ""россия 24"". на вопрос о том, не планируется ли приурочить проведения экспертизы к какой-либо дате, как сообщалось в сми, иерарх рпц отметил, что ранее, действительно, ""были такие попытки"". ""сейчас мы получили уверения, что столько, сколько необходимо ученым – пусть это будет два, три года – но эти исследования будут проведены профессионально и в полном объеме"", — заявил шевкунов. он пояснил, что в настоящее время по благословению патриарха московского и всея руси кирилла и после его просьбы к ск рф создается новая группа экспертов. ""это впервые будет проведена комплексная экспертиза — историческая, антропологическая и генетическая"", — сообщил епископ. по словам шевкунова, для русской православной церкви очень важно установить историческую истину в этом вопросе. ""что это за останки, которым нам предлагают поклоняться, как святым мощам, нет ли здесь какой-то ошибки вольной или невольной. вопросов достаточно много"", — отметил он. последний российский император николай ii и его семья были расстреляны в 1918 году, останки пяти из семи членов семьи были обнаружены в 1991 году и в 1998 году захоронены в петропавловском соборе петербурга. останки алексея и марии были обнаружены в 2007 году и до сих пор хранились в государственном архиве. хотя русская церковь причислила царскую семью к лику святых, достаточных оснований для признания подлинности найденных останков она не видела, однако в 2015 году были назначены новые экспертизы всех останков.",religion,рпц : сроки экспертизы останков членов дома романовых не ограничены
